Species	metabolites	activity	Ref. #	KEGG_ID	STRING_name_compact	Score	Stringdb	taxon_id	MolecularWeight	LogP	HBD	HBA
Actinosynnema mirum	Succinate	Consumption (import) (-)	631	C00042	Actinosynnema mirum	100	v12	446462	118.08799999999998	-0.0642	2.0	2.0
Aerococcus viridans	D-Tagatose	Consumption (import) (-)	607	C00795	Aerococcus viridans	100	v12	1377	180.156	-3.2198	5.0	6.0
Alloprevotella rava	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	421	C00216	Alloprevotella rava	100	v12	679199	150.13	-2.5823	4.0	5.0
Alloprevotella rava	D-Mannitol (Mannitol)	Consumption (import) (-)	421	C00392	Alloprevotella rava	100	v12	679199	182.17200000000005	-3.5853999999999986	6.0	6.0
Alloprevotella rava	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	421	C00794	Alloprevotella rava	100	v12	679199	182.17200000000005	-3.5853999999999986	6.0	6.0
Alloprevotella rava	D-Xylose (Xylose)	Consumption (import) (-)	421	C00181	Alloprevotella rava	100	v12	679199	150.13	-2.5823	4.0	5.0
Alloprevotella rava	L-Arginine (Arginine)	Consumption (import) (-)	421	C00062	Alloprevotella rava	100	v12	679199	174.204	-1.338429999999999	5.0	3.0
Alloprevotella rava	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	421	C00507	Alloprevotella rava	100	v12	679199	164.15699999999998	-2.1938	4.0	5.0
Alloprevotella rava	Melibiose	Consumption (import) (-)	421	C05402	Alloprevotella rava	100	v12	679199	342.297	-5.397199999999993	8.0	11.0
Alloprevotella rava	Raffinose	Consumption (import) (-)	421	C00492	Alloprevotella rava	100	v12	679199	504.43800000000016	-7.571399999999989	11.0	16.0
Alloprevotella rava	Sucrose	Consumption (import) (-)	421	C00089	Alloprevotella rava	100	v12	679199	342.297	-5.395599999999992	8.0	11.0
Alloprevotella rava	Trehalose	Consumption (import) (-)	421	C01083	Alloprevotella rava	100	v12	679199	342.2970000000001	-5.397199999999993	8.0	11.0
Alloprevotella rava	Urea	Consumption (import) (-)	421	C00086	Alloprevotella rava	100	v12	679199	60.056	-0.9762000000000002	2.0	1.0
Anaerostipes hadrus	D-Ribose (Ribose)	Consumption (import) (-)	424	C00121	Anaerostipes hadrus	100	v12	649756	150.13	-2.5823	4.0	5.0
Anaerostipes hadrus	Erythritol	Consumption (import) (-)	242	C00503	Anaerostipes hadrus	100	v12	649756	122.12	-2.3071999999999995	4.0	4.0
Anaerostipes hadrus	Glycerol	Consumption (import) (-)	424	C00116	Anaerostipes hadrus	100	v12	649756	92.094	-1.6681	3.0	3.0
Anaerostipes hadrus	Hippurate	Consumption (import) (-)	242	C01586	Anaerostipes hadrus	100	v12	649756	179.17499999999998	0.5009999999999999	2.0	2.0
Anaerostipes hadrus	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	424	C00507	Anaerostipes hadrus	100	v12	649756	164.15699999999998	-2.1938	4.0	5.0
Anaerostipes hadrus	Melibiose	Consumption (import) (-)	424	C05402	Anaerostipes hadrus	100	v12	649756	342.297	-5.397199999999993	8.0	11.0
Anaerostipes hadrus	Raffinose	Consumption (import) (-)	424	C00492	Anaerostipes hadrus	100	v12	649756	504.43800000000016	-7.571399999999989	11.0	16.0
Bacteroides massiliensis	Cellobiose	Consumption (import) (-)	426	C00185	Bacteroides massiliensis	100	v12	1121098	342.2970000000001	-5.397199999999993	8.0	11.0
Bacteroides massiliensis	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	426	C00216	Bacteroides massiliensis	100	v12	1121098	150.13	-2.5823	4.0	5.0
Bacteroides massiliensis	D-Gluconate (D-Gluconic acid, Gluconate)	Consumption (import) (-)	426	C00257	Bacteroides massiliensis	100	v12	1121098	196.155	-3.493099999999999	6.0	6.0
Bacteroides massiliensis	D-Mannitol (Mannitol)	Consumption (import) (-)	426	C00392	Bacteroides massiliensis	100	v12	1121098	182.17200000000005	-3.5853999999999986	6.0	6.0
Bacteroides massiliensis	D-Ribose (Ribose)	Consumption (import) (-)	426	C00121	Bacteroides massiliensis	100	v12	1121098	150.13	-2.5823	4.0	5.0
Bacteroides massiliensis	D-Xylose (Xylose)	Consumption (import) (-)	426	C00181	Bacteroides massiliensis	100	v12	1121098	150.13	-2.5823	4.0	5.0
Bacteroides massiliensis	Erythritol	Consumption (import) (-)	426	C00503	Bacteroides massiliensis	100	v12	1121098	122.12	-2.3071999999999995	4.0	4.0
Bacteroides massiliensis	Glycerol	Consumption (import) (-)	426	C00116	Bacteroides massiliensis	100	v12	1121098	92.094	-1.6681	3.0	3.0
Bacteroides massiliensis	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	426	C00137	Bacteroides massiliensis	100	v12	1121098	180.156	-3.834600000000001	6.0	6.0
Bacteroides massiliensis	L-Fucose	Consumption (import) (-)	426	C01019	Bacteroides massiliensis	100	v12	1121098	164.15699999999998	-2.1938	4.0	5.0
Bacteroides massiliensis	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	426	C00507	Bacteroides massiliensis	100	v12	1121098	164.15699999999998	-2.1938	4.0	5.0
Bacteroides massiliensis	L-Sorbose (Sorbose)	Consumption (import) (-)	426	C00247	Bacteroides massiliensis	100	v12	1121098	180.156	-3.2198	5.0	6.0
Bacteroides massiliensis	Trehalose	Consumption (import) (-)	426	C01083	Bacteroides massiliensis	100	v12	1121098	342.2970000000001	-5.397199999999993	8.0	11.0
Bacteroides massiliensis	Xylitol	Consumption (import) (-)	426	C00379	Bacteroides massiliensis	100	v12	1121098	152.14600000000002	-2.9462999999999995	5.0	5.0
Bacteroides nordii	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	427	C00216	Bacteroides nordii	100	v12	997884	150.13	-2.5823	4.0	5.0
Bacteroides nordii	Trehalose	Consumption (import) (-)	427	C01083	Bacteroides nordii	100	v12	997884	342.2970000000001	-5.397199999999993	8.0	11.0
Bacteroides pyogenes	D-Mannitol (Mannitol)	Consumption (import) (-)	429	C00392	Bacteroides pyogenes JCM10003	95	v12	1235813	182.17200000000005	-3.5853999999999986	6.0	6.0
Bacteroides pyogenes	Erythritol	Consumption (import) (-)	429	C00503	Bacteroides pyogenes JCM10003	95	v12	1235813	122.12	-2.3071999999999995	4.0	4.0
Bacteroides pyogenes	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	429	C00137	Bacteroides pyogenes JCM10003	95	v12	1235813	180.156	-3.834600000000001	6.0	6.0
Bacteroides pyogenes	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	429	C00507	Bacteroides pyogenes JCM10003	95	v12	1235813	164.15699999999998	-2.1938	4.0	5.0
Bacteroides pyogenes	Ribitol (Adonitol)	Consumption (import) (-)	429	C00474	Bacteroides pyogenes JCM10003	95	v12	1235813	152.14600000000002	-2.9462999999999995	5.0	5.0
Bacteroides pyogenes	Trehalose	Consumption (import) (-)	429	C01083	Bacteroides pyogenes JCM10003	95	v12	1235813	342.2970000000001	-5.397199999999993	8.0	11.0
Bacteroides thetaiotaomicron	N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid)	Consumption (import) (-)	715	C00270	Bacteroides thetaiotaomicron	100	v12	226186	309.271	-3.871799999999997	7.0	8.0
Caldanaerobacter subterraneus	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	433	C00216	Caldanaerobacter subterraneus	100	v12	273068	150.13	-2.5823	4.0	5.0
Caldanaerobacter subterraneus	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	433	C00507	Caldanaerobacter subterraneus	100	v12	273068	164.15699999999998	-2.1938	4.0	5.0
Caldanaerobacter subterraneus	L-Sorbose (Sorbose)	Consumption (import) (-)	433	C00247	Caldanaerobacter subterraneus	100	v12	273068	180.156	-3.2198	5.0	6.0
Caldanaerobacter subterraneus	Sucrose	Consumption (import) (-)	433	C00089	Caldanaerobacter subterraneus	100	v12	273068	342.297	-5.395599999999992	8.0	11.0
Caloramator australicus	D-Ribose (Ribose)	Consumption (import) (-)	437	C00121	Caloramator australicus	100	v12	857293	150.13	-2.5823	4.0	5.0
Caloramator australicus	L-Serine (Serine, D-Serine)	Consumption (import) (-)	437	C00065	Caloramator australicus	100	v12	857293	105.09299999999998	-1.6093999999999995	3.0	3.0
Campylobacter ureolyticus	Selenite	Consumption (import) (-)	439	C05684	Campylobacter ureolyticus	100	v12	1032069	126.95699999999998	-2.8776	0.0	3.0
Candida albicans	Lactose	Consumption (import) (-)	442	C00243	Candida albicans	100	v12	237561	342.2970000000001	-5.397199999999993	8.0	11.0
Capnocytophaga canimorsus	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	452	C00216	Capnocytophaga canimorsus	100	v12	860228	150.13	-2.5823	4.0	5.0
Capnocytophaga canimorsus	D-Mannitol (Mannitol)	Consumption (import) (-)	452	C00392	Capnocytophaga canimorsus	100	v12	860228	182.17200000000005	-3.5853999999999986	6.0	6.0
Capnocytophaga canimorsus	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	452	C00794	Capnocytophaga canimorsus	100	v12	860228	182.17200000000005	-3.5853999999999986	6.0	6.0
Capnocytophaga canimorsus	D-Xylose (Xylose)	Consumption (import) (-)	452	C00181	Capnocytophaga canimorsus	100	v12	860228	150.13	-2.5823	4.0	5.0
Capnocytophaga canimorsus	Galactitol (Dulcitol)	Consumption (import) (-)	452	C01697	Capnocytophaga canimorsus	100	v12	860228	182.17200000000005	-3.5853999999999986	6.0	6.0
Capnocytophaga canimorsus	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	452	C00137	Capnocytophaga canimorsus	100	v12	860228	180.156	-3.834600000000001	6.0	6.0
Capnocytophaga canimorsus	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	452	C00507	Capnocytophaga canimorsus	100	v12	860228	164.15699999999998	-2.1938	4.0	5.0
Capnocytophaga canimorsus	Melibiose	Consumption (import) (-)	452	C05402	Capnocytophaga canimorsus	100	v12	860228	342.297	-5.397199999999993	8.0	11.0
Capnocytophaga canimorsus	Raffinose	Consumption (import) (-)	452	C00492	Capnocytophaga canimorsus	100	v12	860228	504.43800000000016	-7.571399999999989	11.0	16.0
Capnocytophaga canimorsus	Sucrose	Consumption (import) (-)	452	C00089	Capnocytophaga canimorsus	100	v12	860228	342.297	-5.395599999999992	8.0	11.0
Capnocytophaga canimorsus	Trehalose	Consumption (import) (-)	452	C01083	Capnocytophaga canimorsus	100	v12	860228	342.2970000000001	-5.397199999999993	8.0	11.0
Capnocytophaga cynodegmi	D-Mannitol (Mannitol)	Consumption (import) (-)	452	C00392	Capnocytophaga cynodegmi	100	v12	28189	182.17200000000005	-3.5853999999999986	6.0	6.0
Capnocytophaga cynodegmi	D-Xylose (Xylose)	Consumption (import) (-)	452	C00181	Capnocytophaga cynodegmi	100	v12	28189	150.13	-2.5823	4.0	5.0
Catellicoccus marimammalium	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	453	C00216	Catellicoccus marimammalium	100	v12	1234409	150.13	-2.5823	4.0	5.0
Catellicoccus marimammalium	D-Mannitol (Mannitol)	Consumption (import) (-)	453	C00392	Catellicoccus marimammalium	100	v12	1234409	182.17200000000005	-3.5853999999999986	6.0	6.0
Catellicoccus marimammalium	D-Ribose (Ribose)	Consumption (import) (-)	453	C00121	Catellicoccus marimammalium	100	v12	1234409	150.13	-2.5823	4.0	5.0
Catellicoccus marimammalium	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	453	C00794	Catellicoccus marimammalium	100	v12	1234409	182.17200000000005	-3.5853999999999986	6.0	6.0
Catellicoccus marimammalium	D-Tagatose	Consumption (import) (-)	453	C00795	Catellicoccus marimammalium	100	v12	1234409	180.156	-3.2198	5.0	6.0
Catellicoccus marimammalium	Lactose	Consumption (import) (-)	453	C00243	Catellicoccus marimammalium	100	v12	1234409	342.2970000000001	-5.397199999999993	8.0	11.0
Catellicoccus marimammalium	Maltose	Consumption (import) (-)	453	C00208	Catellicoccus marimammalium	100	v12	1234409	342.2970000000001	-5.397199999999993	8.0	11.0
Catellicoccus marimammalium	Melibiose	Consumption (import) (-)	453	C05402	Catellicoccus marimammalium	100	v12	1234409	342.297	-5.397199999999993	8.0	11.0
Catellicoccus marimammalium	Raffinose	Consumption (import) (-)	453	C00492	Catellicoccus marimammalium	100	v12	1234409	504.43800000000016	-7.571399999999989	11.0	16.0
Catellicoccus marimammalium	Sucrose	Consumption (import) (-)	453	C00089	Catellicoccus marimammalium	100	v12	1234409	342.297	-5.395599999999992	8.0	11.0
Chlorobium phaeobacteroides	Sulfate (Sulfuric acid, Sulfite)	Consumption (import) (-)	637	C00059	Chlorobium phaeobacteroides DSM 266	95	v12	290317	98.07899999999998	-0.6527999999999998	2.0	2.0
Clostridium arbusti	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	455	C00794	Clostridium arbusti	100	v12	545243	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium arbusti	D-Xylose (Xylose)	Consumption (import) (-)	455	C00181	Clostridium arbusti	100	v12	545243	150.13	-2.5823	4.0	5.0
Clostridium arbusti	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	Consumption (import) (-)	455	C00186	Clostridium arbusti	100	v12	545243	90.078	-0.5482	2.0	2.0
Clostridium arbusti	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	455	C00507	Clostridium arbusti	100	v12	545243	164.15699999999998	-2.1938	4.0	5.0
Clostridium arbusti	Sucrose	Consumption (import) (-)	455	C00089	Clostridium arbusti	100	v12	545243	342.297	-5.395599999999992	8.0	11.0
Clostridium arbusti	Trehalose	Consumption (import) (-)	455	C01083	Clostridium arbusti	100	v12	545243	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium celatum	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	459	C00216	Clostridium celatum	100	v12	545697	150.13	-2.5823	4.0	5.0
Clostridium celatum	D-Gluconate (D-Gluconic acid, Gluconate)	Consumption (import) (-)	459	C00257	Clostridium celatum	100	v12	545697	196.155	-3.493099999999999	6.0	6.0
Clostridium celatum	D-Mannitol (Mannitol)	Consumption (import) (-)	459	C00392	Clostridium celatum	100	v12	545697	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium celatum	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	459	C00794	Clostridium celatum	100	v12	545697	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium celatum	D-Xylose (Xylose)	Consumption (import) (-)	459	C00181	Clostridium celatum	100	v12	545697	150.13	-2.5823	4.0	5.0
Clostridium celatum	Erythritol	Consumption (import) (-)	459	C00503	Clostridium celatum	100	v12	545697	122.12	-2.3071999999999995	4.0	4.0
Clostridium celatum	Glycerol	Consumption (import) (-)	459	C00116	Clostridium celatum	100	v12	545697	92.094	-1.6681	3.0	3.0
Clostridium celatum	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	459	C00137	Clostridium celatum	100	v12	545697	180.156	-3.834600000000001	6.0	6.0
Clostridium celatum	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	Consumption (import) (-)	459	C00186	Clostridium celatum	100	v12	545697	90.078	-0.5482	2.0	2.0
Clostridium celatum	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	459	C00507	Clostridium celatum	100	v12	545697	164.15699999999998	-2.1938	4.0	5.0
Clostridium celatum	Melibiose	Consumption (import) (-)	459	C05402	Clostridium celatum	100	v12	545697	342.297	-5.397199999999993	8.0	11.0
Clostridium celatum	Raffinose	Consumption (import) (-)	459	C00492	Clostridium celatum	100	v12	545697	504.43800000000016	-7.571399999999989	11.0	16.0
Clostridium citroniae	Cellobiose	Consumption (import) (-)	460	C00185	Clostridium citroniae	100	v12	358743	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium citroniae	D-Mannitol (Mannitol)	Consumption (import) (-)	460	C00392	Clostridium citroniae	100	v12	358743	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium citroniae	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	460	C00794	Clostridium citroniae	100	v12	358743	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium citroniae	Lactose	Consumption (import) (-)	460	C00243	Clostridium citroniae	100	v12	358743	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium citroniae	Raffinose	Consumption (import) (-)	460	C00492	Clostridium citroniae	100	v12	358743	504.43800000000016	-7.571399999999989	11.0	16.0
Clostridium clostridioforme	D-Mannitol (Mannitol)	Consumption (import) (-)	461	C00392	Clostridium clostridioforme	100	v12	1280695	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium clostridioforme	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	461	C00137	Clostridium clostridioforme	100	v12	1280695	180.156	-3.834600000000001	6.0	6.0
Clostridium clostridioforme	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	Consumption (import) (-)	461	C00186	Clostridium clostridioforme	100	v12	1280695	90.078	-0.5482	2.0	2.0
Clostridium colicanis	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	462	C00216	Clostridium colicanis 209318	95	v12	999411	150.13	-2.5823	4.0	5.0
Clostridium colicanis	D-Mannitol (Mannitol)	Consumption (import) (-)	462	C00392	Clostridium colicanis 209318	95	v12	999411	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium colicanis	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	462	C00794	Clostridium colicanis 209318	95	v12	999411	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium colicanis	D-Xylose (Xylose)	Consumption (import) (-)	462	C00181	Clostridium colicanis 209318	95	v12	999411	150.13	-2.5823	4.0	5.0
Clostridium colicanis	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	462	C00137	Clostridium colicanis 209318	95	v12	999411	180.156	-3.834600000000001	6.0	6.0
Clostridium colicanis	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	462	C00507	Clostridium colicanis 209318	95	v12	999411	164.15699999999998	-2.1938	4.0	5.0
Clostridium colicanis	Melibiose	Consumption (import) (-)	462	C05402	Clostridium colicanis 209318	95	v12	999411	342.297	-5.397199999999993	8.0	11.0
Clostridium colicanis	Raffinose	Consumption (import) (-)	462	C00492	Clostridium colicanis 209318	95	v12	999411	504.43800000000016	-7.571399999999989	11.0	16.0
Clostridium colicanis	Trehalose	Consumption (import) (-)	462	C01083	Clostridium colicanis 209318	95	v12	999411	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium saccharobutylicum	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	465	C00794	Clostridium saccharobutylicum	100	v12	169679	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium saccharobutylicum	Glycerol	Consumption (import) (-)	465	C00116	Clostridium saccharobutylicum	100	v12	169679	92.094	-1.6681	3.0	3.0
Clostridium saccharobutylicum	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	465	C00507	Clostridium saccharobutylicum	100	v12	169679	164.15699999999998	-2.1938	4.0	5.0
Clostridium saccharoperbutylacetonicum	D-Ribose (Ribose)	Consumption (import) (-)	465	C00121	Clostridium saccharoperbutylacetonicum	100	v12	36745	150.13	-2.5823	4.0	5.0
Clostridium saccharoperbutylacetonicum	Glycerol	Consumption (import) (-)	465	C00116	Clostridium saccharoperbutylacetonicum	100	v12	36745	92.094	-1.6681	3.0	3.0
Clostridium tyrobutyricum	Cellobiose	Consumption (import) (-)	470	C00185	Clostridium tyrobutyricum	100	v12	1519	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium tyrobutyricum	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	470	C00794	Clostridium tyrobutyricum	100	v12	1519	182.17200000000005	-3.5853999999999986	6.0	6.0
Clostridium tyrobutyricum	Glycerol	Consumption (import) (-)	470	C00116	Clostridium tyrobutyricum	100	v12	1519	92.094	-1.6681	3.0	3.0
Clostridium tyrobutyricum	Lactose	Consumption (import) (-)	470	C00243	Clostridium tyrobutyricum	100	v12	1519	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium tyrobutyricum	Maltose	Consumption (import) (-)	470	C00208	Clostridium tyrobutyricum	100	v12	1519	342.2970000000001	-5.397199999999993	8.0	11.0
Clostridium tyrobutyricum	Raffinose	Consumption (import) (-)	470	C00492	Clostridium tyrobutyricum	100	v12	1519	504.43800000000016	-7.571399999999989	11.0	16.0
Clostridium tyrobutyricum	Sucrose	Consumption (import) (-)	470	C00089	Clostridium tyrobutyricum	100	v12	1519	342.297	-5.395599999999992	8.0	11.0
Clostridium tyrobutyricum	Trehalose	Consumption (import) (-)	470	C01083	Clostridium tyrobutyricum	100	v12	1519	342.2970000000001	-5.397199999999993	8.0	11.0
Desulfobacula toluolica	Benzyl alcohol	Consumption (import) (-)	472	C00556	Desulfobacula toluolica	100	v12	651182	108.13999999999996	1.1789	1.0	1.0
Desulfobacula toluolica	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	Consumption (import) (-)	472	C00186	Desulfobacula toluolica	100	v12	651182	90.078	-0.5482	2.0	2.0
Desulfovibrio alaskensis	Glycerol	Consumption (import) (-)	725	C00116	Desulfovibrio alaskensis	100	v12	207559	92.094	-1.6681	3.0	3.0
Desulfovibrio alaskensis	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	Consumption (import) (-)	725	C00025	Desulfovibrio alaskensis	100	v12	207559	147.13	-0.7368999999999999	3.0	3.0
Desulfovibrio alaskensis	Palmitate (Palmitic acid, Hexadecanoic acid, Hexadecanoate)	Consumption (import) (-)	725	C00249	Desulfovibrio alaskensis	100	v12	207559	256.42999999999995	5.552300000000005	1.0	1.0
Desulfovibrio desulfuricans	Acetate	Consumption (import) (-)	717	C00033	Desulfovibrio desulfuricans ATCC 27774	95	v12	525146	60.05200000000001	0.0908999999999999	1.0	1.0
Desulfovibrio desulfuricans	Butyrate	Consumption (import) (-)	717	C00246	Desulfovibrio desulfuricans ATCC 27774	95	v12	525146	88.106	0.8711	1.0	1.0
Desulfovibrio desulfuricans	Indole	Consumption (import) (-)	718	C00463	Desulfovibrio desulfuricans ATCC 27774	95	v12	525146	117.15099999999995	2.1678999999999995	1.0	0.0
Desulfovibrio gigas	Acetate	Consumption (import) (-)	727	C00033	Desulfovibrio gigas	100	v12	1121448	60.05200000000001	0.0908999999999999	1.0	1.0
Desulfovibrio gigas	D-Glucose (Glucose)	Consumption (import) (-)	727	C00031	Desulfovibrio gigas	100	v12	1121448	180.156	-3.2214	5.0	6.0
Desulfovibrio piger	Fumarate	Consumption (import) (-)	424, 765	C00122	Desulfovibrio piger	100	v12	901	116.07199999999996	-0.2881999999999998	2.0	2.0
Desulfovibrio piger	Indole	Consumption (import) (-)	650(G)	C00463	Desulfovibrio piger	100	v12	901	117.15099999999995	2.1678999999999995	1.0	0.0
Desulfovibrio piger	Propanoate (Propionate)	Consumption (import) (-)	765	C00163	Desulfovibrio piger	100	v12	901	74.07900000000001	0.4809999999999999	1.0	1.0
Elizabethkingia anophelis	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	480	C00216	Elizabethkingia anophelis	100	v12	1338011	150.13	-2.5823	4.0	5.0
Elizabethkingia anophelis	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	480	C00794	Elizabethkingia anophelis	100	v12	1338011	182.17200000000005	-3.5853999999999986	6.0	6.0
